,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,income
207,0.0039,0.0,0.0,0.0655,0.1966,0.0339,0.0,0.0272,0.0,0.045,0.0,0.0383,0.0244,0.0,0.0083,0.0622,0.0155,0.0672,0.0,0.1305,0.0,0.0122,0.0,0.0,0.0017,0.0089,0.0455,0.0,0.0033,0.0194,0.0,0.0838,0.0044,0.0,0.08,0.0,0.0,0.0222,39100,41400,44600,47200,50100,222400
208,0.011000000000000001,0.0,0.0023,0.0432,0.1879,0.0377,0.0,0.0289,0.0,0.0253,0.0,0.0,0.0266,0.0,0.0051,0.0661,0.0188,0.0818,0.0,0.0864,0.0,0.0152,0.0,0.0,0.0023,0.0,0.0487,0.0,0.0051,0.0198,0.0,0.1369,0.0,0.0,0.1259,0.0,0.0,0.0253,39300,38600,42700,43500,48500,212600
209,0.0,0.0,0.0002,0.0276,0.2263,0.0423,0.0,0.0348,0.0,0.0024,0.0,0.0075,0.0293,0.0155,0.0104,0.0621,0.0176,0.0667,0.0,0.0588,0.0,0.0201,0.0,0.0,0.0116,0.0063,0.0491,0.0,0.001,0.0203,0.0,0.1448,0.0118,0.0,0.095,0.0,0.0,0.0384,37400,40500,42400,45500,48800,214600
210,0.033,0.0269,0.004,0.0525,0.3177,0.0204,0.0,0.0357,0.0,0.0117,0.0245,0.1723,0.0116,0.0178,0.0047,0.0071,0.0128,0.0,0.0,0.0442,0.0,0.0155,0.0,0.0,0.019,0.0,0.0256,0.0,0.0031,0.0199,0.0,0.0294,0.0,0.0,0.0537,0.0,0.0,0.0371,42900,45200,49400,52500,58000,248000
211,0.0557,0.0,0.0034,0.0298,0.1574,0.0467,0.0,0.0341,0.0,0.0162,0.0346,0.0525,0.0143,0.0,0.0058,0.0763,0.0116,0.0419,0.0,0.0494,0.0,0.0075,0.0,0.0,0.0237,0.006999999999999999,0.0751,0.0,0.0019,0.0058,0.0,0.0659,0.0245,0.0,0.0956,0.0,0.0,0.0632,42900,42900,48300,47700,55400,237200
212,0.0,0.0,0.0062,0.0244,0.1953,0.063,0.0,0.0281,0.0,0.0547,0.0015,0.0,0.0167,0.0,0.0056,0.1119,0.0102,0.0782,0.0,0.0451,0.0,0.0087,0.0,0.0,0.0096,0.0,0.0405,0.0,0.0022,0.0071,0.0,0.1128,0.0584,0.0,0.0949,0.0,0.0,0.025,38300,40900,41800,45500,48500,215000
213,0.0727,0.0,0.0025,0.0322,0.1532,0.047,0.0,0.0104,0.0,0.0343,0.0136,0.0407,0.0155,0.0051,0.0133,0.0985,0.015,0.0,0.0,0.0784,0.0,0.0066,0.0,0.0,0.0076,0.0008,0.0646,0.0,0.0044,0.01,0.0,0.0788,0.0248,0.0,0.1375,0.0,0.0,0.0324,37200,38700,43400,45600,48500,213400
214,0.0,0.0,0.0061,0.0334,0.247,0.1113,0.0,0.0214,0.0,0.0521,0.0,0.0432,0.0197,0.0,0.0052,0.0955,0.011000000000000001,0.0386,0.0,0.0145,0.0,0.0083,0.0,0.0,0.0,0.0,0.0512,0.0,0.0028,0.0087,0.0,0.0773,0.0405,0.0,0.0604,0.0,0.0,0.0519,38500,41200,44800,47700,51800,224000
215,0.0,0.0,0.0038,0.0553,0.2217,0.0384,0.0,0.0303,0.0,0.0,0.0,0.0093,0.0141,0.048,0.002,0.1767,0.0104,0.0722,0.0,0.0419,0.0,0.0066,0.0,0.0,0.0066,0.0076,0.0512,0.0,0.0028,0.0061,0.0,0.0725,0.0,0.0,0.0863,0.0,0.0,0.0364,45200,47000,51700,52700,58200,254800
216,0.0,0.0,0.0122,0.0304,0.1668,0.0717,0.0,0.0208,0.0,0.0,0.0098,0.0799,0.0341,0.0778,0.0132,0.0862,0.0188,0.0209,0.0,0.0208,0.0,0.0075,0.0,0.0,0.0154,0.0045,0.0454,0.0,0.0034,0.0075,0.0,0.0595,0.0077,0.0,0.0838,0.0,0.0,0.1018,40000,42600,46200,48300,53000,230100
217,0.0019,0.0,0.0044,0.0446,0.196,0.0795,0.001,0.0435,0.0,0.0501,0.0061,0.0435,0.016,0.0,0.0067,0.1132,0.0124,0.0402,0.0,0.0294,0.0,0.0059,0.0,0.0,0.0242,0.0,0.0396,0.0,0.0046,0.0078,0.0,0.0553,0.0351,0.0,0.1039,0.0,0.0,0.0353,37200,40300,44200,45900,49900,217500
218,0.0,0.0,0.021,0.0351,0.1912,0.1121,0.0,0.0309,0.0,0.0355,0.0017,0.0458,0.0174,0.0269,0.0087,0.1035,0.0125,0.0015,0.0,0.0341,0.0,0.0055,0.0,0.0,0.0002,0.0,0.0569,0.0,0.004,0.0059,0.0,0.0946,0.0037,0.0,0.1056,0.0,0.0,0.0458,37400,39700,43500,45500,49700,215800
219,0.0,0.0,0.0147,0.0357,0.1339,0.0853,0.0,0.0223,0.0,0.0577,0.0049,0.0701,0.022000000000000002,0.0317,0.0056,0.0846,0.0157,0.063,0.0,0.022000000000000002,0.0,0.0078,0.0,0.0,0.0088,0.0082,0.0571,0.0,0.0036,0.0089,0.0,0.0669,0.034,0.0,0.098,0.0,0.0,0.0374,41800,43000,48100,48100,54200,235200
220,0.0,0.02,0.0239,0.099,0.0419,0.0337,0.0,0.0648,0.0,0.0,0.0,0.1082,0.0387,0.0,0.018000000000000002,0.0229,0.0184,0.0,0.0174,0.0,0.0,0.051,0.0,0.0,0.0666,0.0605,0.0,0.0,0.0119,0.0346,0.0,0.0292,0.0151,0.0,0.2016,0.0,0.0,0.0225,57600,57600,68100,72600,79000,334900
221,0.0596,0.0087,0.0131,0.1734,0.0713,0.0338,0.0,0.0372,0.0,0.001,0.0,0.1004,0.0187,0.0354,0.0162,0.0162,0.0146,0.0,0.0,0.0,0.0,0.0302,0.0,0.0,0.0311,0.0369,0.0,0.0,0.0049,0.0194,0.0,0.0823,0.0,0.0,0.153,0.0,0.0,0.0424,45300,49900,56600,62900,68100,282800
222,0.0,0.0,0.0074,0.0881,0.105,0.0037,0.0,0.0875,0.0,0.0442,0.0,0.1074,0.0151,0.0,0.0089,0.0942,0.0092,0.0,0.0,0.0,0.0,0.0246,0.0,0.0,0.033,0.0065,0.0,0.0,0.0043,0.0296,0.0,0.1036,0.0,0.0,0.1794,0.0,0.0,0.0482,44300,47700,54300,57700,65800,269800
223,0.0,0.0022,0.0334,0.1606,0.0251,0.0,0.0,0.0251,0.0,0.0006,0.0,0.0704,0.0371,0.0,0.0364,0.0053,0.0325,0.0,0.0,0.0,0.0,0.0642,0.0,0.0,0.0482,0.0073,0.0,0.0,0.0128,0.0215,0.0,0.1099,0.0,0.0,0.2637,0.0,0.0,0.0438,52000,54900,63900,65900,73200,309900
224,0.0,0.0,0.0132,0.1629,0.1609,0.0,0.0,0.0303,0.0,0.0004,0.0,0.0975,0.040999999999999995,0.0,0.0171,0.0,0.0186,0.0,0.0,0.0171,0.0,0.0348,0.0,0.0,0.0094,0.0073,0.0,0.0,0.0102,0.0164,0.0,0.105,0.0147,0.0,0.1977,0.0,0.0,0.0455,36800,40600,45300,49300,55300,227300
225,0.0,0.0,0.005,0.2255,0.0347,0.0338,0.0,0.0734,0.0,0.0008,0.0,0.1444,0.0094,0.0076,0.0048,0.0319,0.0057,0.0,0.0,0.0,0.0,0.0564,0.0,0.0,0.1241,0.0067,0.0,0.0,0.0022,0.0412,0.0,0.0488,0.0,0.0,0.1195,0.0,0.0,0.0241,48200,51400,58900,63800,69600,291900
227,0.0,0.0,0.0166,0.1067,0.0128,0.064,0.0,0.0246,0.0,0.0,0.0,0.0396,0.0243,0.0,0.0244,0.0,0.0218,0.0,0.0004,0.0004,0.0,0.0655,0.0,0.0,0.0631,0.0487,0.0,0.0,0.015,0.0503,0.0,0.1163,0.0,0.0,0.2585,0.0,0.0,0.0471,42800,46000,52100,54900,62400,258200
228,0.0037,0.0,0.0314,0.1667,0.0674,0.0,0.0,0.1288,0.0,0.0,0.0,0.0478,0.0,0.0,0.0525,0.0,0.0218,0.0,0.0227,0.0,0.0,0.0192,0.0,0.0,0.0248,0.0515,0.0,0.0,0.0119,0.0365,0.0,0.0977,0.0124,0.0,0.129,0.0,0.0,0.07400000000000001,38400,38600,44700,46700,53800,222200
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34200,38700,42700,48200,50600,214400
235,0.0,0.0,0.0,0.0,0.21100000000000002,0.0,0.0,0.0,0.0,0.0,0.1927,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3119,0.0,76700,72300,85900,82000,87800,404700
251,0.0,0.0,0.0019,0.033,0.313,0.1014,0.0,0.0274,0.0,0.0348,0.0,0.0087,0.0367,0.0,0.0118,0.0392,0.0081,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0112,0.0081,0.0286,0.0,0.0149,0.0044,0.0,0.0535,0.0019,0.0,0.0516,0.0,0.0,0.2004,46900,48000,52800,51800,56600,256100
253,0.0,0.0,0.0,0.0478,0.1996,0.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.2183,0.0291,0.0,0.0,0.0832,0.0,0.0125,0.0,0.0,0.0353,0.0,0.0894,0.0,0.0,0.0146,0.0,0.1102,0.0,0.0,0.0104,0.0104,0.0,0.0603,40800,40100,44300,43400,50800,219400
254,0.0,0.0,0.0,0.0604,0.1812,0.1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0872,0.0,0.0,0.0,0.0201,0.0,0.0268,0.0,0.0,0.0,0.0,0.0268,0.0,0.1007,0.0,0.0,0.0,0.0,0.1275,0.0,0.0,0.0,0.1611,0.047,0.0134,31000,32700,35900,37000,42500,179100
260,0.0,0.0,0.0063,0.1079,0.0667,0.0159,0.0,0.0381,0.0,0.0,0.0159,0.0032,0.0127,0.0,0.0,0.0,0.0127,0.0,0.0063,0.0,0.0,0.0254,0.0,0.0,0.1238,0.0317,0.0,0.0,0.0063,0.019,0.0,0.0698,0.0,0.0,0.4317,0.0,0.0,0.0063,68200,66800,80600,76900,93200,385700
264,0.0,0.0,0.0,0.0,0.0086,0.0431,0.3448,0.2328,0.0,0.0,0.0517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,37600,57800,55000,52200,60400,263000
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26900,33700,36300,0,39500,136400
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33700,32800,39300,30300,42300,178400
282,0.0,0.0,0.0,0.0986,0.1565,0.0638,0.0,0.0,0.0,0.0464,0.0,0.0,0.0087,0.0,0.0,0.3884,0.0087,0.0,0.0,0.0406,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0203,0.0,0.087,0.0,0.0,0.0145,0.0,0.0,0.0609,54200,53700,56700,59800,63600,288000
302,0.0,0.0,0.0046,0.0367,0.2263,0.0291,0.0,0.0,0.0,0.0245,0.0,0.0,0.0,0.107,0.0046,0.0734,0.0199,0.0352,0.0015,0.2523,0.0,0.0138,0.0,0.0,0.0,0.0031,0.0138,0.0,0.0031,0.0031,0.0,0.0489,0.0413,0.0,0.0153,0.026000000000000002,0.0,0.0168,38400,36500,41300,40700,45600,202500
309,0.0,0.0,0.0,0.0,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72900,65000,81800,70900,82300,372900
315,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.2391,0.0,0.0,0.0,0.3478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326,0.0,0.0,0.1359,0.0,0.0,0.0,0.0,0.1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87200,68100,99300,79700,104200,438500
317,0.0,0.0,0.0,0.0192,0.2596,0.1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0096,0.0,0.0,0.1058,0.0,0.0,0.0,0.0,0.0,0.0,0.1538,0.0,0.0,0.0,0.0,0.1635,0.0,0.0,0.1058,0.0,0.0,0.0288,49000,52600,51600,54500,57600,265300
319,0.0051,0.0,0.0082,0.1308,0.0844,0.0469,0.0,0.017,0.0,0.0,0.0,0.0216,0.0283,0.0,0.0057,0.0,0.0196,0.0,0.0,0.0633,0.0,0.0088,0.0,0.0,0.017,0.1663,0.07,0.0,0.0118,0.0294,0.0,0.0778,0.0273,0.0,0.105,0.0,0.0,0.0556,30200,32000,35300,37200,40100,174800
320,0.0,0.0,0.0,0.0,0.2647,0.0,0.0,0.0,0.0,0.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529,0.2353,0.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,29500,27400,31100,31300,33200,152500
327,0.0,0.0,0.0,0.0,0.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.434,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3396,0.0,0.0,0.0,0.0,0.0,0.0,42500,52800,51900,42600,56000,245800
330,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2033,0.0,0.0,0.0,0.0,0.1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5285,0.0,0.0,32800,27700,33400,34300,34400,162600
331,0.0,0.0,0.0,0.0426,0.4166,0.0412,0.0,0.013000000000000001,0.0,0.0621,0.0,0.0,0.0202,0.0383,0.0029,0.0202,0.0029,0.0,0.0123,0.1213,0.0,0.0087,0.0,0.0,0.0,0.0007,0.0,0.0,0.0029,0.0094,0.0,0.0715,0.0087,0.0,0.0874,0.0,0.0,0.0173,45800,46200,49000,54700,52700,248400
332,0.0,0.0,0.0,0.0,0.0,0.0,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8723,32200,33300,40000,41900,41400,188800
340,0.0,0.0,0.0,0.0966,0.1167,0.0201,0.0,0.0141,0.0,0.0,0.0,0.006,0.0161,0.0,0.0664,0.2032,0.0201,0.1328,0.0181,0.0342,0.0,0.0101,0.0,0.0,0.008,0.0,0.0966,0.0,0.0181,0.004,0.0,0.0342,0.0342,0.0,0.0161,0.008,0.0,0.0262,43600,42400,49000,49300,54600,238900
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71200,80100,84200,77100,93600,406200
349,0.0,0.0,0.0,0.0491,0.2351,0.1439,0.0,0.0211,0.0,0.0,0.0,0.0,0.0281,0.0246,0.0,0.0,0.0105,0.0,0.0,0.1053,0.0,0.0175,0.0,0.0,0.0,0.0,0.0632,0.0,0.0316,0.0035,0.0,0.0,0.0,0.0,0.0105,0.1895,0.0,0.0667,38600,39000,41300,43900,52100,214900
354,0.0,0.0,0.0075,0.0493,0.2548,0.0862,0.0181,0.0262,0.0,0.0,0.0,0.0587,0.0431,0.0,0.005,0.0,0.0137,0.0,0.0,0.0269,0.0,0.0044,0.0,0.0,0.0306,0.0012,0.0,0.0,0.005,0.0037,0.0,0.0725,0.0,0.0,0.1324,0.0062,0.0,0.1543,53000,52300,62700,60300,71600,299900
364,0.0,0.0,0.0,0.0,0.8878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,0.0,0.0,0.0,0.0,0.0,0.0,42500,43300,46300,57000,59700,248800
367,0.0,0.0,0.0352,0.1005,0.005,0.0,0.0,0.0251,0.0,0.0,0.0,0.0,0.1307,0.0151,0.0,0.0151,0.0503,0.0,0.0,0.005,0.0,0.0201,0.0,0.0,0.0302,0.0251,0.0,0.0,0.0101,0.0251,0.0,0.1407,0.0302,0.0,0.2261,0.0,0.0,0.1106,40200,37400,46600,46200,49500,219900
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47900,56300,61500,76000,71900,313600
377,0.0,0.0,0.0,0.0413,0.1071,0.0052,0.0,0.0,0.0,0.0155,0.0,0.0,0.0129,0.031,0.0077,0.4581,0.0052,0.0,0.0,0.0594,0.0,0.0026,0.0,0.0,0.0129,0.0,0.0,0.0,0.0065,0.0013,0.0,0.0839,0.0452,0.0,0.08900000000000001,0.0,0.0,0.0155,57700,55900,59400,57100,63500,293600
382,0.0,0.0,0.0,0.0206,0.2278,0.0064,0.0,0.055999999999999994,0.0,0.0903,0.0005,0.0231,0.0147,0.0,0.0049,0.2538,0.0147,0.0712,0.0123,0.0643,0.0,0.0059,0.0,0.0,0.0172,0.0005,0.0069,0.0,0.0,0.0,0.0,0.0741,0.0069,0.0,0.0226,0.0,0.0,0.0054,51900,53800,55000,55400,59000,275100
384,0.0,0.7667,0.0,0.0,0.1,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,39200,0,40400,0,55100,134700
390,0.0,0.0,0.0,0.1579,0.2065,0.081,0.0,0.0405,0.0,0.0,0.0,0.0,0.0202,0.0,0.0,0.0,0.0081,0.0,0.0,0.0891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377,0.1134,0.0,0.1012,0.0,0.0,0.0445,49000,49200,53200,55100,63900,270400
391,0.0,0.0,0.0079,0.1238,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0354,0.0,0.0432,0.0,0.0413,0.0,0.0,0.0,0.0,0.0432,0.0,0.0,0.0511,0.0609,0.0334,0.0,0.0138,0.0668,0.0,0.0452,0.0,0.0,0.332,0.0,0.0,0.0982,40700,40800,52800,52700,59400,246400
394,0.0,0.0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9353,35100,44400,45300,48300,52400,225500
396,0.0,0.0,0.0,0.0,0.2053,0.0,0.0,0.0,0.0,0.0728,0.0,0.0,0.0132,0.1192,0.0,0.0,0.0,0.0,0.0,0.1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325,0.0,0.0,0.1523,0.1788,0.0,0.0,36600,36800,40400,39200,40700,193700
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2181,0.0,0.0,0.0,0.7819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39500,41500,38000,40800,43100,202900
402,0.0,0.0,0.0,0.0763,0.0947,0.0632,0.0,0.0,0.0,0.0553,0.0,0.0026,0.0263,0.0,0.0184,0.4842,0.0132,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0158,0.0,0.0,0.0132,0.0,0.0211,0.0289,0.0,0.0105,0.0184,0.0026,0.0526,48600,49100,52300,52200,61700,263900
403,0.0,0.0,0.0128,0.12300000000000001,0.2007,0.0325,0.0,0.0383,0.0,0.0429,0.0151,0.1021,0.0139,0.0,0.0081,0.0568,0.0093,0.0,0.0,0.0035,0.0,0.0128,0.0,0.0,0.0835,0.0093,0.0835,0.0,0.0023,0.0058,0.0,0.0557,0.0,0.0,0.0545,0.0,0.0,0.0336,61000,73700,74600,78100,84200,371600
407,0.0,0.0,0.0172,0.0311,0.2768,0.2189,0.0,0.0021,0.0,0.0097,0.0,0.0,0.0193,0.0,0.0075,0.0,0.0054,0.0,0.0,0.0118,0.0,0.0043,0.0,0.0,0.0536,0.0,0.0665,0.0,0.0343,0.015,0.0,0.0676,0.0,0.0,0.1073,0.0,0.0,0.0515,54100,61700,72200,72100,77600,337700
408,0.0,0.0,0.0276,0.0709,0.0866,0.0551,0.0,0.0118,0.0,0.0,0.0,0.0,0.0197,0.0,0.0197,0.0039,0.0,0.0,0.0039,0.0039,0.0,0.0512,0.0,0.0,0.1496,0.0827,0.0,0.0,0.0118,0.0236,0.0,0.063,0.0079,0.0,0.2441,0.0,0.0,0.063,37300,34100,43900,43900,51500,210700
410,0.0,0.0,0.0,0.0447,0.2125,0.0257,0.0,0.0056,0.0,0.0459,0.0011,0.0246,0.0112,0.0582,0.0022,0.3199,0.0034,0.0,0.0,0.0034,0.0,0.0034,0.0,0.0,0.0078,0.0045,0.0078,0.0,0.0067,0.0056,0.0,0.0727,0.0101,0.0,0.0749,0.0112,0.0,0.0369,43600,44100,52200,49700,54400,244000
411,0.0,0.0,0.0263,0.1527,0.0,0.0382,0.0,0.1122,0.0,0.0,0.0,0.0024,0.031,0.0,0.0143,0.0,0.0119,0.0,0.0,0.0,0.0,0.0979,0.0,0.0,0.0477,0.0239,0.0,0.0,0.0048,0.1026,0.0,0.0573,0.043,0.0,0.21,0.0,0.0,0.0239,51200,51000,66900,58600,77300,305000
417,0.0,0.0,0.0127,0.0556,0.4264,0.0,0.0,0.0035,0.0,0.0348,0.0,0.0,0.0348,0.0,0.0093,0.0649,0.0093,0.0,0.0,0.0058,0.0,0.0127,0.0,0.0,0.0533,0.0568,0.0,0.0,0.0116,0.0139,0.0,0.0603,0.0151,0.0,0.0626,0.0,0.0,0.0568,48700,48000,52900,54400,57700,261700
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97200,101600,103200,110600,111200,523800
431,0.0,0.0,0.0049,0.0397,0.2153,0.0655,0.0,0.0176,0.0,0.0191,0.0027,0.084,0.0159,0.0,0.0117,0.0617,0.0067,0.0473,0.0,0.0251,0.0,0.0132,0.0,0.0,0.0469,0.0085,0.0569,0.0,0.0028,0.0143,0.0,0.0708,0.0313,0.0,0.0989,0.0,0.0,0.0392,41600,44400,48500,50100,55900,240500
432,0.0,0.0071,0.0042,0.1264,0.423,0.0706,0.0,0.0141,0.0,0.0,0.0,0.0918,0.0275,0.0,0.0085,0.0,0.012,0.0,0.0,0.0113,0.0,0.0071,0.0,0.0,0.0,0.0184,0.0,0.0,0.0127,0.012,0.0,0.0572,0.0,0.0,0.0798,0.0,0.0,0.0162,54800,57000,65900,60300,71100,309100
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28400,26300,36400,30200,38600,159900
435,0.0,0.0,0.0132,0.0619,0.27699999999999997,0.0886,0.0,0.0248,0.0,0.0229,0.0,0.0326,0.0328,0.0177,0.0108,0.0479,0.0153,0.0344,0.0,0.0296,0.0,0.0068,0.0,0.0,0.0054,0.0105,0.0431,0.0,0.0087,0.0057,0.0,0.0496,0.0029,0.0,0.0843,0.0,0.0,0.0736,42100,43300,49000,48700,54700,237800
437,0.0,0.0066,0.0096,0.0383,0.3793,0.1019,0.0,0.0276,0.0,0.0,0.0,0.0,0.0156,0.0,0.0066,0.1096,0.0084,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,0.0162,0.0246,0.0,0.003,0.0114,0.0,0.0887,0.0006,0.0,0.109,0.0018,0.0,0.0318,58500,58700,66400,64600,74000,322200
441,0.0,0.0,0.0,0.0295,0.2656,0.0,0.0,0.0,0.0,0.0918,0.0,0.0,0.0459,0.0,0.0,0.0295,0.023,0.0066,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0033,0.0557,0.0,0.0,0.0,0.0,0.2623,0.0,0.0,0.0262,0.11800000000000001,0.0,0.0393,38400,35700,44400,41000,45100,204600
443,0.0,0.0,0.0,0.0197,0.258,0.0665,0.0,0.0305,0.0,0.0363,0.0124,0.1339,0.0123,0.0,0.0054,0.0601,0.0069,0.0276,0.0,0.0111,0.0,0.0067,0.0,0.0,0.0278,0.0112,0.0359,0.0,0.0025,0.0169,0.0,0.0656,0.0091,0.0,0.0598,0.0,0.0049,0.0789,47200,49200,54300,57300,63800,271800
448,0.0,0.0,0.0035,0.0687,0.2592,0.0829,0.0,0.0028,0.0,0.0,0.0,0.1806,0.017,0.0007,0.005,0.0319,0.0099,0.0,0.0,0.0092,0.0,0.0149,0.0,0.0,0.0347,0.028999999999999998,0.0,0.0,0.0142,0.0113,0.0,0.0829,0.0,0.0,0.1254,0.0,0.0,0.0163,63900,64000,74600,74800,85300,362600
452,0.0,0.0,0.036000000000000004,0.2162,0.0225,0.0721,0.0,0.009000000000000001,0.0,0.0,0.0,0.0135,0.0631,0.0,0.0225,0.0,0.009000000000000001,0.0,0.0045,0.0225,0.0,0.0045,0.0,0.0,0.0676,0.0631,0.0,0.0,0.018000000000000002,0.009000000000000001,0.0,0.0811,0.0135,0.0,0.1937,0.0,0.0,0.0586,44400,41100,48900,47300,61800,243500
