,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,income
3106,0.0,0.0,0.0,0.1065,0.071,0.0,0.0,0.0,0.0,0.1538,0.0,0.0,0.071,0.0,0.0296,0.0828,0.0355,0.0,0.0,0.0,0.0,0.0473,0.0,0.0,0.0059,0.0,0.0,0.0,0.0178,0.0118,0.0,0.1124,0.0,0.0,0.0178,0.0,0.0,0.2367,26900,29000,29500,35400,34800,155600
3108,0.0,0.0,0.0,0.2396,0.1979,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0208,0.0,0.0,0.1042,0.0313,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0729,0.0,0.0521,0.0833,0.0,0.0521,0.0,0.0,0.0313,0.0,0.0,0.0208,33400,32800,36600,38200,41500,182500
3111,0.0,0.0,0.0,0.1336,0.1757,0.0176,0.0,0.0123,0.0,0.0633,0.0018,0.0,0.0264,0.0,0.0088,0.2671,0.0193,0.0,0.0,0.0211,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.1019,0.0,0.0,0.0685,0.0,0.0,0.0439,32100,30200,35100,35600,36900,169900
3112,0.0,0.0,0.0144,0.0803,0.1396,0.0819,0.0,0.0241,0.0,0.0369,0.0,0.0016,0.0209,0.0,0.0321,0.1091,0.0273,0.0,0.0,0.0,0.0,0.0177,0.0,0.0,0.0562,0.0,0.0,0.0,0.0401,0.069,0.0,0.053,0.0,0.0,0.1252,0.0,0.0,0.0706,41400,40300,50500,50600,59700,242500
3117,0.0,0.0,0.0,0.0416,0.2594,0.004,0.0,0.0158,0.0,0.1248,0.0,0.0,0.0337,0.0,0.002,0.10099999999999999,0.0455,0.0238,0.0,0.0693,0.0,0.0099,0.0,0.0,0.0,0.002,0.0832,0.0,0.0,0.0139,0.0,0.0713,0.0,0.0,0.0515,0.0,0.0,0.0475,31400,31500,34900,34900,38100,170800
3118,0.0,0.0,0.0,0.0371,0.3238,0.0067,0.0,0.0809,0.0,0.0472,0.0,0.0,0.0118,0.0017,0.0,0.0641,0.0118,0.0725,0.0,0.0641,0.0,0.0034,0.0,0.0,0.0,0.0,0.0405,0.0,0.0,0.0,0.0,0.054000000000000006,0.1484,0.0,0.0,0.0,0.0,0.032,34900,36100,37100,37800,41600,187500
3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87800,86800,103400,88600,111500,478100
3121,0.0,0.0,0.0,0.0855,0.2308,0.0855,0.0,0.0,0.0,0.0171,0.0,0.0,0.0,0.0,0.0,0.1026,0.0,0.1197,0.0,0.0256,0.0,0.0427,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795,0.0342,0.0,0.0,19200,20800,24100,24500,25600,114200
3122,0.0,0.0,0.0,0.0829,0.1843,0.0599,0.0,0.0,0.0,0.129,0.0,0.0,0.0276,0.0046,0.0,0.0599,0.0184,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.0,0.1659,0.0,0.0138,0.0092,0.0,0.0968,0.0,0.0,0.0599,0.0,0.0,0.0369,32900,29000,36400,34000,37600,169900
3123,0.0,0.0,0.0,0.0515,0.2275,0.0558,0.0,0.0,0.0,0.1159,0.0,0.0,0.0172,0.0,0.0043,0.073,0.0193,0.0365,0.0,0.1373,0.0,0.015,0.0,0.0,0.0,0.0,0.0923,0.0,0.0,0.0,0.0,0.0322,0.0,0.0,0.0064,0.0901,0.0,0.0258,27800,26700,32600,31400,36200,154700
3126,0.0,0.0,0.0,0.1503,0.2539,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0518,0.0,0.0052,0.0,0.0984,0.0,0.0,0.0,0.0,0.0363,0.0,0.0,0.0052,0.0,0.0,0.0,0.0155,0.0622,0.0,0.1347,0.0,0.0,0.0725,0.0259,0.0,0.0311,42400,36800,44200,42800,50800,217000
3127,0.0,0.0,0.0,0.0725,0.2602,0.0651,0.0,0.0,0.0,0.0929,0.0,0.0093,0.0204,0.0,0.0,0.145,0.0093,0.0,0.0,0.0037,0.0,0.0242,0.0,0.0,0.0,0.0,0.0967,0.0,0.0,0.0242,0.0,0.0669,0.0,0.0,0.0688,0.0,0.0,0.0409,34200,35000,37200,39200,40800,186400
3128,0.0,0.0,0.0,0.0932,0.2733,0.0621,0.0,0.0,0.0,0.0373,0.0,0.0,0.0311,0.0,0.0124,0.1335,0.0248,0.0,0.0,0.0342,0.0,0.0031,0.0,0.0,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0807,0.0,0.0,0.1366,0.0,0.0,0.027999999999999997,33800,32400,35200,33300,40400,175100
3129,0.0,0.0,0.0027,0.1181,0.2964,0.0641,0.0,0.0302,0.0,0.0405,0.0,0.0705,0.015,0.0,0.0024,0.1017,0.0138,0.031,0.0,0.0187,0.0,0.0078,0.0,0.0,0.0,0.0066,0.0271,0.0,0.0019,0.0094,0.0,0.0424,0.008,0.0,0.0537,0.0,0.0,0.038,43900,43100,49900,48100,53900,238900
3134,0.0,0.0,0.0,0.126,0.2405,0.0785,0.0,0.0365,0.0,0.0641,0.0,0.0,0.0216,0.0,0.0006,0.0442,0.0227,0.0,0.0,0.0442,0.0,0.0094,0.0,0.0381,0.0,0.0,0.1216,0.0,0.0033,0.005,0.0,0.0514,0.0,0.0,0.0459,0.0,0.0,0.0464,33500,34300,39900,38300,44500,190500
3135,0.0129,0.0,0.0,0.1355,0.1355,0.0645,0.0,0.0355,0.0,0.1226,0.0742,0.0161,0.0,0.1032,0.0,0.0194,0.0032,0.0742,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.028999999999999998,0.0,0.0645,0.028999999999999998,0.0,0.0129,0.0,0.0,0.0355,25000,26200,29800,32600,32500,146100
3136,0.0,0.0,0.0,0.0402,0.1639,0.0347,0.0,0.0559,0.0,0.08900000000000001,0.0087,0.0,0.0118,0.0197,0.0032,0.2931,0.0134,0.0678,0.0,0.0812,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0686,0.0,0.0,0.0213,0.0,0.0,0.0197,36400,35100,39600,37900,41300,190300
3144,0.0,0.0,0.0,0.1385,0.3077,0.0615,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0923,0.0,0.0,0.0,0.1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0,0.1846,0.0,0.0,0.0,0.0,0.0154,0.0,0.0,0.0462,0.0,0.0,0.0,22700,23500,27100,28900,26100,128300
3146,0.0,0.0,0.0,0.0734,0.1806,0.0615,0.0,0.005,0.0,0.1617,0.0,0.0,0.0407,0.0258,0.0149,0.0139,0.0327,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.005,0.0099,0.0665,0.0,0.0089,0.0248,0.0,0.0714,0.0377,0.0,0.0625,0.0,0.0,0.0893,31300,32600,35600,36900,39800,176200
3147,0.0,0.0,0.0,0.1759,0.2361,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0741,0.0,0.0903,0.0,0.0185,0.0,0.0,0.0301,0.0,0.0255,0.0,0.0,0.0023,0.0208,0.0,0.0,0.0139,0.0532,0.0,0.0926,0.0,0.0,0.1227,0.0,0.0,0.0231,43100,42800,54000,56300,59800,256000
3149,0.0,0.0,0.0,0.1465,0.1239,0.0169,0.0,0.0366,0.0,0.0732,0.0,0.0,0.0394,0.0,0.031,0.2197,0.0056,0.0,0.0,0.0169,0.0,0.0169,0.0,0.0,0.0,0.0,0.0761,0.0,0.0197,0.0169,0.0,0.0479,0.0,0.0,0.0761,0.0,0.0,0.0366,38800,38800,42400,45100,49500,214600
3151,0.0,0.0,0.0107,0.0676,0.1548,0.0658,0.0,0.0,0.0018,0.2046,0.016,0.0,0.0178,0.0,0.0018,0.0,0.0142,0.0,0.0,0.0943,0.0,0.0018,0.0,0.0,0.0053,0.0,0.0783,0.0,0.0,0.0356,0.0,0.0587,0.0641,0.0,0.0783,0.0,0.0,0.0285,31300,32700,35900,36000,40500,176400
3152,0.0,0.0,0.0,0.0167,0.1031,0.0,0.0,0.532,0.0,0.1031,0.0,0.0,0.0139,0.0,0.0,0.1114,0.0,0.0,0.0,0.0585,0.0,0.0028,0.0,0.0,0.0,0.0,0.0279,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279,35400,34800,39700,40000,43100,193000
3153,0.0,0.0,0.0,0.0545,0.1576,0.0061,0.0,0.0,0.0,0.10300000000000001,0.0,0.0,0.0182,0.0,0.0,0.4909,0.0121,0.0061,0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.0061,0.0545,0.0,0.0061,0.0,0.0,0.0182,0.0182,0.0,0.0,0.0,0.0,0.0364,35600,32400,37500,35700,40900,182100
3158,0.0167,0.0,0.0,0.0333,0.3,0.0,0.0333,0.0,0.0,0.0833,0.0,0.0,0.0167,0.0,0.0,0.2333,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.1083,0.0,0.0083,0.0,0.0,0.0333,0.0,0.0,0.0333,0.0,0.0,0.0,34600,33700,38700,35300,39400,181700
3159,0.0,0.0,0.0,0.0,0.3935,0.0,0.0,0.1,0.0,0.0,0.0194,0.0,0.0,0.0,0.0032,0.2774,0.0,0.1581,0.0161,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,31200,36200,34900,41600,39500,183400
3160,0.0,0.0,0.0,0.0,0.3239,0.0,0.0,0.0563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5352,0.0,0.0423,0.0423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31200,36200,34900,41600,39500,183400
3162,0.0,0.0,0.0,0.1638,0.2816,0.0,0.0,0.0,0.0,0.2069,0.0,0.0,0.023,0.0,0.0029,0.0057,0.0144,0.0,0.0,0.0718,0.0,0.0029,0.0,0.0,0.0029,0.0,0.069,0.0,0.0,0.0057,0.0,0.0431,0.0,0.0,0.0747,0.0,0.0,0.0316,33400,31500,37000,34500,37300,173700
3163,0.0,0.0,0.3193,0.0,0.1597,0.0,0.0,0.0756,0.0756,0.1345,0.0,0.0,0.0,0.0,0.0,0.0924,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,0.0,0.0588,0.0,0.0,0.0,18400,18600,19400,22800,20600,99800
3164,0.0,0.0,0.0,0.0347,0.0833,0.0486,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0903,0.0,0.0069,0.0208,0.0,0.0486,0.0208,0.0,0.0,0.0,0.0,0.0,38600,34300,39800,37300,38100,188100
3166,0.0,0.0,0.0,0.0394,0.0,0.0,0.0,0.0507,0.0,0.0,0.0,0.8113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56400,48500,61100,53100,62400,281500
3167,0.1705,0.0076,0.0,0.0564,0.0256,0.0251,0.0,0.0142,0.0,0.0587,0.0242,0.08199999999999999,0.009000000000000001,0.0512,0.0071,0.225,0.0099,0.0,0.0057,0.0365,0.0,0.0095,0.0,0.0,0.0062,0.0232,0.027000000000000003,0.0,0.0,0.0028,0.0,0.0194,0.0,0.0,0.0602,0.0,0.0038,0.0393,41100,40400,45600,43700,50200,221000
3169,0.0,0.0,0.0,0.0321,0.2286,0.0286,0.0,0.0036,0.0,0.1107,0.0,0.0,0.0179,0.0,0.0,0.2357,0.0036,0.05,0.0,0.0036,0.0,0.0107,0.0,0.0,0.0,0.0,0.0714,0.0,0.0071,0.0036,0.0,0.0679,0.0536,0.0,0.0214,0.025,0.0,0.025,38800,35700,41600,38700,44800,199600
3174,0.0,0.0,0.0008,0.062,0.1684,0.0461,0.0,0.0119,0.0,0.1477,0.0,0.0,0.0111,0.0,0.0048,0.3129,0.0111,0.0437,0.0,0.0373,0.0,0.0048,0.0,0.0,0.0103,0.0,0.0,0.0,0.0032,0.0048,0.0,0.0492,0.0,0.0,0.0373,0.0,0.0,0.0326,37100,38700,44500,42500,49500,212300
3179,0.0186,0.0,0.0,0.0251,0.0928,0.0492,0.0,0.0442,0.0,0.0296,0.0251,0.0,0.0151,0.0,0.009000000000000001,0.1139,0.0166,0.0612,0.0,0.2122,0.0,0.0065,0.0,0.0,0.0,0.0,0.0933,0.0,0.002,0.0251,0.0,0.0527,0.0462,0.0,0.0266,0.0,0.0,0.0351,31400,32100,35000,36400,38800,173700
3180,0.0,0.0,0.0,0.0648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47100,50700,55100,55200,56000,264100
3181,0.0,0.0,0.0007,0.0256,0.13699999999999998,0.0601,0.052000000000000005,0.0074,0.0,0.0115,0.0,0.0,0.0236,0.0,0.0094,0.11,0.0074,0.0,0.0,0.0216,0.0,0.0081,0.0,0.0,0.0108,0.0007,0.0263,0.0,0.0169,0.0034,0.0,0.0223,0.0209,0.0,0.0169,0.0094,0.0,0.3981,37100,39500,44700,42100,51500,214900
3182,0.0,0.0,0.0,0.0168,0.4776,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0014,0.0,0.0,0.0742,0.0084,0.3277,0.0,0.0112,0.0,0.0042,0.0,0.0,0.0028,0.0,0.0238,0.0,0.0042,0.0,0.0,0.0098,0.0084,0.0,0.0028,0.0,0.0,0.0182,37800,39300,39800,41900,43100,201900
3183,0.0,0.0,0.0,0.0048,0.5144,0.024,0.0,0.0,0.0,0.1058,0.0,0.0,0.0385,0.0,0.0,0.0,0.0144,0.0192,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0721,0.0,0.0,0.0,0.0,0.10099999999999999,0.0,0.0,0.0096,0.0385,0.0,0.0337,39500,37600,42500,40500,44500,204600
3184,0.0,0.0,0.0,0.0693,0.168,0.024,0.0,0.0053,0.0,0.1253,0.0,0.0027,0.016,0.016,0.0027,0.1547,0.0187,0.0,0.0,0.048,0.0,0.0027,0.0,0.0,0.0267,0.0,0.0933,0.0,0.0373,0.008,0.0,0.07200000000000001,0.0187,0.0,0.0293,0.0027,0.0,0.0587,33900,32400,38000,38700,41300,184300
3186,0.0,0.0,0.0096,0.0701,0.2898,0.0,0.0,0.0159,0.0,0.0064,0.0032,0.1624,0.0191,0.0,0.0,0.0732,0.0127,0.0414,0.0,0.0255,0.0,0.0414,0.0,0.0,0.051,0.0,0.035,0.0,0.0032,0.0191,0.0,0.1019,0.0,0.0,0.0,0.0,0.0,0.0191,36600,41600,44400,49400,50000,222000
3193,0.0,0.0,0.0,0.0627,0.1614,0.0,0.0,0.0,0.0,0.0458,0.0506,0.0,0.0072,0.0,0.0,0.3301,0.0,0.0578,0.0,0.1518,0.0,0.0072,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0337,0.0,0.0,0.012,0.0,0.0,0.0265,37200,36300,39200,37000,43000,192700
3194,0.0,0.0,0.0,0.1083,0.2406,0.0346,0.0,0.0211,0.0,0.0812,0.0,0.0632,0.0331,0.006,0.006,0.0677,0.009000000000000001,0.0015,0.0211,0.0135,0.0,0.009000000000000001,0.0,0.0,0.0421,0.006,0.0376,0.0,0.0075,0.0015,0.0,0.0617,0.0286,0.0,0.012,0.0361,0.0,0.0511,37800,36100,43800,43800,51500,213000
3198,0.0,0.0,0.0,0.027000000000000003,0.1577,0.0426,0.0221,0.0283,0.0,0.0283,0.0307,0.0,0.0266,0.0192,0.0053,0.2408,0.0188,0.0295,0.0,0.0606,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0651,0.0,0.0025,0.018000000000000002,0.0,0.052000000000000005,0.0524,0.0,0.0299,0.0,0.0,0.0336,32700,33700,37100,36800,40600,180900
3202,0.0,0.0,0.0,0.1667,0.2424,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.053,0.0,0.0227,0.0,0.0152,0.0,0.0,0.0303,0.0,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.2576,0.0,0.0,0.0379,0.0,0.0,0.0379,26000,28000,34900,32400,36300,157600
3203,0.0,0.0,0.0,0.1071,0.1429,0.0,0.0,0.0,0.0,0.0893,0.0,0.0,0.0,0.0,0.0,0.0,0.0536,0.0,0.0,0.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0536,0.0,0.0,0.0,0.0,0.0893,0.0,0.0,0.0,0.375,0.0,0.0357,26200,27600,33000,33300,31000,151100
3204,0.0,0.0,0.0,0.0592,0.1941,0.0329,0.0,0.0197,0.0,0.0461,0.0,0.0033,0.0263,0.0428,0.0066,0.1316,0.023,0.023,0.0,0.0,0.0,0.0066,0.0,0.0,0.023,0.0033,0.0789,0.0,0.0,0.0132,0.0,0.0428,0.0822,0.0,0.0066,0.0855,0.0,0.0493,31500,35400,39500,39100,41100,186600
3207,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23800,25100,28600,28400,32700,138600
3212,0.0,0.0,0.0,0.0,0.0821,0.057999999999999996,0.0,0.0,0.0,0.1208,0.0,0.0,0.0338,0.0,0.0,0.1498,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5024,0.0,0.0,28200,28600,29100,29700,31700,147300
3214,0.0,0.0,0.0,0.0251,0.2823,0.0211,0.0,0.0818,0.0,0.0237,0.0,0.0,0.0053,0.0,0.0026,0.37200000000000005,0.0053,0.028999999999999998,0.0,0.0158,0.0,0.0066,0.0,0.0,0.0106,0.0,0.0013,0.0,0.0079,0.0053,0.0,0.0699,0.0079,0.0,0.0158,0.0026,0.0,0.0079,44100,42200,47300,44500,50300,228400
3216,0.0,0.0,0.0,0.1345,0.1813,0.0702,0.0,0.0409,0.0,0.1404,0.0,0.0,0.0351,0.0,0.0,0.0,0.0058,0.1754,0.0,0.0,0.0,0.0175,0.0,0.0,0.0234,0.0,0.0,0.0,0.0058,0.0234,0.0,0.0,0.0,0.0,0.1462,0.0,0.0,0.0,21500,21900,24500,26100,27500,121500
3217,0.0,0.0,0.0,0.0755,0.3962,0.0094,0.0,0.0189,0.0,0.1132,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.1509,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,0.0755,0.0,0.0566,0.0,0.0,0.0566,23800,24700,28900,29100,30200,136700
3218,0.0,0.0,0.0,0.0284,0.1092,0.1183,0.0,0.0159,0.0,0.1365,0.0,0.0,0.0216,0.0,0.0057,0.1047,0.0182,0.0,0.0,0.0648,0.0,0.0114,0.0,0.0,0.0034,0.0,0.0205,0.0,0.0046,0.0023,0.0,0.0819,0.0,0.0,0.0319,0.1763,0.0,0.0444,30000,30800,35100,33300,37800,167000
3219,0.0,0.0,0.0,0.0436,0.0975,0.0104,0.0,0.0,0.0,0.0477,0.0,0.0,0.0083,0.0,0.0,0.6369,0.0021,0.0124,0.0,0.0083,0.0,0.0083,0.0,0.0,0.0,0.0145,0.0456,0.0,0.0,0.0145,0.0,0.027000000000000003,0.0187,0.0,0.0021,0.0,0.0,0.0021,34300,36000,37800,40100,41600,189800
3221,0.0,0.0,0.0,0.0548,0.2397,0.0,0.0,0.0,0.0,0.0616,0.0,0.0,0.0137,0.0,0.0,0.1096,0.0137,0.0479,0.0,0.0548,0.0,0.0411,0.0,0.0,0.1096,0.0,0.1849,0.0,0.0,0.0,0.0,0.0274,0.0205,0.0,0.0,0.0137,0.0,0.0068,28200,29100,31100,31400,36300,156100
3222,0.0,0.0,0.0,0.1208,0.1981,0.0,0.0,0.0097,0.0,0.0918,0.0,0.0048,0.057999999999999996,0.0,0.028999999999999998,0.0,0.0242,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0338,0.1208,0.0,0.0048,0.0145,0.0,0.0628,0.0,0.0,0.1304,0.0,0.0,0.0821,31800,31500,37900,39600,44000,184800
3226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22800,24000,24000,27800,28300,126900
3228,0.0,0.0029,0.0022,0.0258,0.1816,0.0481,0.0,0.0099,0.0,0.0471,0.0134,0.043,0.0248,0.0,0.0127,0.1112,0.0127,0.044000000000000004,0.0,0.0554,0.0,0.0067,0.0,0.0,0.1007,0.0,0.0825,0.0,0.0022,0.0201,0.0,0.0542,0.0245,0.0,0.0395,0.0,0.0,0.0347,35100,36500,39000,39800,43200,193600
3230,0.0258,0.0,0.0077,0.0446,0.1627,0.0622,0.0007,0.0161,0.0,0.0332,0.0236,0.0089,0.0146,0.0275,0.0109,0.0538,0.0129,0.0379,0.0,0.1153,0.0,0.0052,0.0,0.0,0.0541,0.0,0.0451,0.0,0.0035,0.0134,0.0,0.0493,0.0161,0.0,0.0317,0.0,0.034,0.08900000000000001,33600,34900,39200,38600,44400,190700
3241,0.0,0.0,0.011000000000000001,0.2022,0.1363,0.0,0.0,0.0462,0.0,0.0264,0.0,0.0,0.0571,0.0,0.022000000000000002,0.0,0.0374,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.0264,0.0747,0.0,0.0725,0.0,0.0,0.2154,0.0,0.0,0.0396,40800,40400,54500,58000,64800,258500
3247,0.0,0.0,0.0221,0.0885,0.0,0.0,0.0,0.0147,0.0,0.0,0.0,0.0,0.113,0.0,0.0491,0.0,0.0467,0.0,0.0,0.0,0.0,0.0197,0.0,0.0,0.1032,0.0541,0.0,0.0,0.0246,0.0541,0.0,0.1278,0.0,0.0,0.226,0.0,0.0,0.0565,38200,35700,45300,44800,51700,215700
3255,0.0,0.0,0.0017,0.0779,0.1012,0.0149,0.0,0.0149,0.0017,0.0481,0.0,0.0033,0.01,0.01,0.0149,0.3682,0.0299,0.0,0.0,0.0166,0.0,0.0083,0.005,0.0,0.0,0.0,0.0531,0.0083,0.0265,0.0216,0.0,0.0415,0.0116,0.0,0.0017,0.0415,0.0,0.068,35400,37100,42200,41300,46300,202300
3257,0.0,0.0,0.0,0.0129,0.3777,0.0215,0.0,0.0043,0.0,0.0773,0.0,0.0,0.0086,0.0,0.0,0.2661,0.0086,0.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0944,0.0,0.0086,0.0086,0.0,0.03,0.0258,0.0,0.0043,0.0043,0.0,0.0129,34300,36500,38600,37100,43700,190200
3258,0.0,0.0,0.0,0.0572,0.1827,0.0388,0.0,0.0204,0.0,0.0971,0.0164,0.0851,0.0244,0.0,0.0085,0.0712,0.011000000000000001,0.0518,0.01,0.005,0.0,0.0065,0.0,0.0,0.009000000000000001,0.0184,0.1015,0.0,0.001,0.0224,0.0,0.0677,0.0189,0.0,0.0418,0.0,0.0,0.0333,33900,34100,39000,39800,42600,189400
3259,0.0567,0.0121,0.0,0.043,0.2386,0.0775,0.0,0.0176,0.0,0.0078,0.0,0.1156,0.0224,0.0222,0.0125,0.0517,0.01,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0381,0.0104,0.0788,0.0,0.0051,0.015,0.0,0.0553,0.0133,0.0,0.0658,0.0,0.0,0.0207,41600,44800,51000,49700,56700,243800
3260,0.1488,0.0,0.0,0.0329,0.1851,0.0242,0.0,0.0147,0.0,0.0813,0.0,0.0372,0.0104,0.0277,0.0017,0.0398,0.013000000000000001,0.0294,0.0,0.0,0.0,0.0043,0.0,0.0,0.0891,0.0251,0.0978,0.0,0.0009,0.0156,0.0,0.0311,0.0398,0.0,0.0182,0.0,0.0,0.032,30800,33000,35400,36000,40100,175300
3262,0.0165,0.0,0.0,0.0382,0.1389,0.0503,0.0,0.0417,0.0,0.0764,0.0217,0.0616,0.0113,0.0278,0.0,0.2118,0.0043,0.0773,0.0,0.0165,0.0,0.0052,0.0,0.0,0.0,0.0,0.0425,0.0,0.0,0.0087,0.0,0.0729,0.0217,0.0,0.0339,0.0,0.0,0.0208,31200,33300,35500,37700,39800,177500
3263,0.0359,0.0,0.0,0.0331,0.1574,0.0143,0.0,0.0318,0.0,0.1104,0.0327,0.185,0.011000000000000001,0.0327,0.0064,0.0561,0.0078,0.0,0.0,0.0769,0.0,0.006,0.0,0.0,0.0051,0.0244,0.0529,0.0,0.0,0.0253,0.0,0.0202,0.0,0.0,0.0488,0.0,0.0,0.0258,35400,35700,40300,42100,46700,200200
3264,0.0,0.0,0.0,0.0291,0.3398,0.0583,0.0,0.0291,0.0,0.0534,0.0,0.0024,0.0024,0.0,0.0,0.1068,0.0097,0.0097,0.0,0.034,0.0,0.0024,0.0,0.0,0.0364,0.0,0.0146,0.0,0.0024,0.0049,0.0,0.0534,0.0388,0.0,0.0049,0.1068,0.0,0.0607,40700,40700,43600,43900,49000,217900
3266,0.0,0.0,0.0,0.0299,0.4012,0.0,0.0,0.003,0.0,0.0659,0.0,0.0,0.0419,0.0,0.0,0.1018,0.018000000000000002,0.0329,0.0,0.0329,0.0,0.015,0.0,0.0,0.012,0.015,0.0988,0.0,0.0,0.0,0.0,0.0988,0.0,0.0,0.015,0.0,0.0,0.018000000000000002,34400,36900,38000,44300,42500,196100
3267,0.0,0.0,0.0,0.0385,0.2552,0.0262,0.0,0.0105,0.0,0.0594,0.0,0.006999999999999999,0.0192,0.0087,0.006999999999999999,0.3094,0.0052,0.0,0.0,0.0157,0.0,0.0087,0.0,0.0,0.0087,0.0,0.0262,0.0,0.0192,0.0192,0.0,0.0507,0.0629,0.0,0.0122,0.0087,0.0,0.021,40900,42400,44000,41800,49600,218700
3268,0.0,0.0,0.0146,0.0822,0.0,0.0128,0.0,0.0513,0.0,0.0437,0.0,0.1591,0.0262,0.0058,0.0105,0.0,0.0245,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.1195,0.0,0.0,0.0,0.0093,0.0186,0.0,0.0338,0.0122,0.0,0.3205,0.0,0.0,0.0385,61900,65500,78000,71800,86200,363400
